$E_{\mathregular{g}}^{\mathregular{PBE}}$ (eV),$E_{\mathregular{g}}^{\mathregular{GLLB-SC}}$ (eV),$E_{\mathregular{g}}^{\mathregular{SCAN}}$ (eV),$E_{\mathregular{g}}^{\mathregular{HSE}}$ (eV),$E_{\mathregular{g}}^{\mathregular{Exp}}$ (eV)
0.2161,,,,
3.1533,,,,
0.7536999999999998,,,,
0.0,,,,
0.0,,,,
0.0,,,,
0.18599999999999994,,,,
0.0,,,,
3.7124,,,,
0.05810000000000004,,,,
3.771900000000001,,,,0.0
6.0325,,,,
0.0,,,,
0.0,,,,
2.5269,,,,
2.1331,,,,
0.0,,,,
0.0,,,0.0,
0.9041,,,,
4.8278,,,,
1.2352,,,,
2.7138,,,,
0.0,,,,
0.0,,,,
4.9436,,,,
7.117000000000001,11.4,,,
0.7406999999999999,,,,
3.8258,,,,
0.9721000000000002,,,1.6249479999999998,
0.0,,,,
2.8650999999999995,,,,
0.0,,,,
0.0,,,,
3.7836,,,,
0.0,,,,0.0
5.1968999999999985,,,,
0.0,,,,0.0
3.1211,,,,
0.0,,,0.0,
0.873800000000001,,,,
0.0,,,,
3.6361,,,,
0.0,,,,
0.0,,,,
2.5018,,,,
3.3169000000000004,,,,
0.0,,,,
0.0,,,,
0.0,,,,
0.0,,,,
5.8426,,,,
5.5968,,,,
3.258,,,,
0.0,,,,
4.4806,7.59,4.7767,5.613981,
1.1042999999999998,,,,
0.6511000000000002,,,,
1.3928000000000005,,,,
0.0,,,,0.0
2.0157,,,,
0.0,,,,
0.0,,,0.0,
0.0,,,,
2.4351,,,,
0.2645,,,,
0.0,,,,
0.0,,,,
0.0,,,,
0.4081999999999999,,,1.144335,
2.0079,,,,
0.0,,,0.0,
0.0,,,,
0.2582999999999997,,,,
0.14669999999999914,,,,
0.6165,,,,
3.0812,,,4.657133999999999,
0.0,,,,
5.3032,,,,
0.0,,,,
0.4041999999999999,,,,
0.3485000000000005,,,,
0.0,,,,
4.3383,,,,
1.5885000000000002,,2.0195,,2.31
0.0,,,0.0,
4.256399999999998,,,,4.9
1.3409,,,,
0.4721000000000002,,,,
2.938,5.06,,,4.47
0.4769999999999999,,,,
3.1346,,,,
0.0,,,,
0.0,,,,
1.4465,1.99,1.1002,1.917704,1.465
2.9911,,,,
1.8747,,,,
2.3313,,,,
0.0,,,,
2.4038,,,,
2.6365,,,,
3.7823,,,,5.0
3.8999000000000006,6.3,,,
3.3735,,,,
0.0,,,,
0.0,,,,
0.0,,,,
0.0,,,,
0.0,,,,
6.3156,,,,
2.8953000000000007,,,,
0.0,,,0.0,
0.0,,,,
0.0,,,,
0.0,,,0.0,
1.2056,,,,
0.7014999999999998,,,1.967487,
1.6149,,,,
0.0,,,,
0.16140000000000046,,,,
0.0,,,,
0.0,,,,
1.3321,,,,
2.3535000000000004,,,3.488567,
0.0,,,,
1.9976,,,,
4.578,,,,
5.3862000000000005,,,,
0.0,,,,
0.8251999999999997,,,,
2.4442000000000004,,,,
1.4989,,,,
3.3047000000000004,,,,
0.6132,,,,
1.5601000000000005,,,,
4.6134,,,,
0.7439,,,,
2.3038,,,,
0.0,,,,
4.3121,,,,
0.0,,,,
4.3823,,,5.540461,
4.1425,,,5.369572,
1.7144000000000004,,,,
2.5127,,,,
1.9189,,,,
2.0718,,,,
1.5355,,,,
0.058400000000000014,,,,
1.2581000000000002,,,,
3.2758000000000003,,,,
0.0,,,0.537776,
0.21469999999999967,,,,
2.2785,,,,
0.8588,,,,
2.2984,,,,
1.0003,,,2.246757,
0.0,,,,
1.7776,,,,
0.0,,,,
0.0,,,,
1.011,,,,
1.3164,,,,
0.9136,2.1,,,
1.2591,3.62,,2.7106049999999997,
1.0686999999999998,,,,
2.4762,,,,
0.0,,,,
0.0,,,,
4.3873,,,,
0.5311999999999999,,,,
0.8373999999999997,,,,
3.4164000000000003,,,,
2.7478,,,,
0.18739999999999932,,,,
0.5964999999999998,,,,
0.0,,,,
0.7473000000000005,,,,
1.5665,,,,
0.6206,,,,
3.7777,,,,
0.0,,,0.202367,
7.4709,,,,
0.5244,,,,
2.3080000000000003,,,,
0.0,,,,
1.857,,,,
0.0,,,0.0,
0.2722,,,,
2.7793,,,,
0.0,,,,
0.6319999999999999,,,,
0.0,,,,
0.35029999999999983,,,,
0.0,,,,
0.09089999999999998,,,,
0.0,,,,
0.0,,,,
4.4202,,,,
0.0,,,,
1.0694,,,1.885359,
0.0,,,,
2.8127000000000004,,,,
0.0,,,0.0,
1.1431,,,,
0.5591999999999999,,,,
2.0408,,,,
0.9627000000000004,,,,
2.0235,,,,
4.1723,,,,
2.237,,,,
2.6708000000000003,4.45,,3.561526,
0.0,,,0.456701,2.3
0.0,,,,
3.2426,,,,
2.1212000000000004,,,3.120189,
4.888,,,,
0.0,,,,
0.7960000000000003,,,,
0.0,,,,
1.7129,,,,
4.0299,,,,
2.5385,,,,
2.8325,,,,
0.0,,,,
0.0,,,,
1.5144000000000002,,,,
0.934,,,,
0.06409999999999982,,,,
1.4536999999999995,,,,
4.9848,,,,
0.0,,,,
1.9979,,,,
1.3969999999999998,,,,
1.8321,,,,
2.2997,,,,
0.0,,,,
0.0,,,0.0,
0.0,,,,
2.4825,,,,
2.5132000000000003,,,,
3.0315,,,,
4.3287,,,,
3.9244,,,,
0.0,,,,
3.0092,,,,
2.6739999999999995,,,,
0.0019000000000000128,,,,
1.0194999999999994,,,,
0.0,,,,
4.2344,,,,
2.6998,,,,
1.5502000000000002,,,,
0.0,,,,
0.0,,,,
1.5519999999999996,,,,
0.4902000000000002,,,,
4.6159,,,,
0.0,,,,
0.0,,,,
1.7775,,,,
0.0,,,0.0,
0.0,,,,
0.0,,,,
0.0,,,,
0.1510000000000007,1.69,,,
4.476699999999999,,,,
0.0,,,,
0.0,,,,
3.9341,,,,
0.0,,,,
2.2834,,,,
2.5233000000000003,,,,
2.7077,,,,
3.7142,,,,
0.0,,,,
2.9991,,,,
2.2328,4.75,,,
3.3950000000000005,,,,
0.0,,,0.0,
0.3093999999999999,,,,
1.3741,,,,
1.7163,,,,
0.6234000000000002,,,,
1.8578,,,,
1.7428,,,,
0.0,,,,
1.7749000000000006,,,,
0.2018000000000004,,,,
3.7106,,,,
0.8637999999999999,,,,
0.0,,,,
0.0,,,,
1.5930000000000002,3.37,1.854,,
0.0,,,,
1.3078,,,,
0.0,,,0.0,
0.0,,,,
1.0077000000000005,2.07,,1.6029430000000002,
5.9636,,,,
2.0338,,,,
0.4738,,,,
2.4690000000000003,,,,
0.05600000000000005,,,,
0.0,,,,
4.5042,,,,
0.8111000000000002,,,,
4.067,,,5.315252,
0.0,,,,
0.0,,,,
3.8849,,,,
1.7116,,,,
0.0,,,,
3.5129,,,,
2.5024,,,,
0.0,,,,
0.0,,,,
2.5405999999999995,,,,
2.4779,,,3.476349,
0.0,,,,
1.0125,,,,
0.0,,,,
0.0,,,,
4.1662,,,,
0.0,,,,
2.6134000000000004,,,,
0.3066,,,,
0.5884999999999998,,,,
1.3457,2.37,1.9018,,2.376666666666667
1.6309000000000005,,,,
2.3308,,,,
0.0,,,0.0,
1.4919,,,,
0.0,,,0.0,0.0
0.12790000000000035,,,,
0.0,,,0.0,
0.0,,,,
0.0,,,,
0.0,,,,
0.6671000000000001,,,,
4.3715,7.54,,,
1.2269,,,,
3.9776,,,,
1.804,,,,
0.0,,,,
0.0,,,,
0.0,,,,
3.5219,,,,
0.0,,,,
2.3412,,,,
0.8645,,,,
2.9651,,,,
2.7133000000000003,,,,
0.09629999999999984,,,,
0.5497000000000005,,,,
2.4319,,,,
0.0,,,0.0,
0.4211999999999998,,0.5497,,
0.0,,,,
1.6078,,,,
1.9571,,,2.9523919999999997,
0.0,,,0.0,
0.0,,,,
0.0,,,,
1.245,,,,
0.0,,,,
5.8689,,,,
0.0,,,,
4.1345,,,,
0.2238,,,,
0.0,,,,
1.3157,,,1.531299,
1.5704000000000002,,,,
0.15380000000000016,,,,
4.5279,,,,
0.4763000000000002,,,,
1.9528,,,2.922015,
0.9741,,,,
0.0,,,,
5.55,,,,
3.4186,6.8,,,
3.4421,,,,
0.0,,,0.0,
1.7832,,,,
3.213,,,,
0.0,,,,
3.6738,,,,
0.0262,,,,
1.4146999999999998,,,,
3.343,,,,
0.0,,,,
1.9777,,,,
3.3011,,,,
0.0,,,,
1.0383,,,,
1.0812,,,,
3.0404,,,,
3.5244,,,,
0.0,,,,
0.0,,,,
1.5192,,,,
4.1668,,,,
0.0,,,,
4.5916,,,,
0.0,,,,
0.0,,,,
0.0,,,,
2.1893,,,,
2.3986,,,,
0.4608000000000003,,,,
0.0,,,,
3.3908,,,,
0.35140000000000016,,,,
2.4293,,,,
4.2736,,,,
5.544499999999998,,,,
4.314500000000002,,,,
0.0,,,,0.0
0.0010999999999996568,,,,
0.0,,,,
0.1875,,,,
0.0,,,,
3.0610000000000004,,,,
0.6196999999999999,,,,
0.0,,,,
0.0,,,,
0.0,,,,
1.4675999999999998,,,,
0.0,,,,
0.0,,,,
2.3958000000000004,,,,
0.0,,,,
5.5273,,,,
3.3976,,,,
0.0,,,,
3.8704,,,,
2.2745,,,,
0.0,,,,
0.0,,,,
3.5572000000000004,,,,
0.0,,,,
0.0,,,,
2.0054000000000003,,,,
1.4693,,,,
0.0,,,0.0,0.0
5.13,,,,
0.8914000000000001,,,,
3.3559,,,,
0.4478,,,,
0.0,,,,
0.0,,,,
0.0,,,,
3.0368000000000004,6.08,,,
2.3764000000000003,,,,
5.099500000000001,,,,
2.1598,,,,
6.8574,,,8.797739,
0.0,,,,
4.0634,,,,
0.2356999999999998,,,,
0.0,,,,
0.0,,,,
0.05489999999999995,,,,
2.9092,,,,
1.4347,,,,
0.0,,,,
4.0684000000000005,,,,
1.6744,,,,
0.2905000000000002,,,,
3.589,,,,
1.6193999999999995,,,,
0.0,,,,
1.6485,,,,
0.0,,,,
6.8635,,,,
0.0,,,,
3.7778,,,,
1.117,,,,
0.0,,,,
3.2597,,,,
0.0,,,,
0.0,,,,
0.0,,,,
2.0593,,,,
3.7757,,,,
0.6998000000000001,,,,
1.836,,,,
3.9269,,,,
1.1394,,,,
0.0,,,0.0,
0.0,,,,
0.0,,,,
0.4729000000000001,,,,
1.4546,,,,
1.4284999999999997,,,,
0.0,,,,
2.287,,,,
5.803000000000001,,,,
0.0,,,,
0.0,,,0.0,
0.15890000000000004,,,,
0.0,,,,
2.5139,,,,
0.0,,,,
3.5502,,,,
0.0,,,,
7.2819,,,,
0.0,,,0.0,
0.0,,,,
0.0,,,,
2.4249,,,,
2.6306,,,,
0.0,,,,
0.0,,,,
1.2337,,,,
0.22870000000000035,,,,
0.0,,,,
0.0,,,,
1.1227999999999998,,,,
0.0,,,,0.0
0.3111000000000001,,,,
3.0967,,,,
3.6055,,,,
0.6995999999999999,,,,
0.0,,,0.0,
0.0,,,,0.0
1.995,,,,
0.7253000000000001,,,,
2.713,,,,
0.2821999999999996,0.605,,,
0.6228,,,,
2.1921,,,,
0.0,,,,0.0
4.0367,,,,
0.0,,,,
2.3629,,,,
5.5953,,,,
3.5992999999999995,,,,
0.4692000000000001,,,,
0.0,,,,
2.8792,,,,
0.0,,,,
0.0,,,,
4.1066,,,,
0.0,,,,
2.5991,,,,
0.0,,,,
1.3716000000000002,,,,
1.8772000000000009,,,,
0.02629999999999999,,,,
0.2102000000000004,,,,
1.0941999999999994,,,,
4.0102,,,,
0.0,,,,
3.7466,,,,
0.0,,,0.0,
0.2073999999999998,1.65,,1.662865,
2.6244,,,,
0.0,,,,0.0
0.0,,,,0.0
0.0,,,,
1.6143,,,,
4.9625,,,,
0.0,,,,
1.1923999999999997,,,,
0.0,,,,
0.0,,,,
0.4686,,,,
0.0,,,0.0,
0.0,,,,0.0
1.9263000000000003,,,,
3.41,,,,
0.0,,,,
1.6819,,,,
2.0914,,,,
0.6364999999999998,,,,
1.9205,,,,
0.0,,,,
0.0,,,,
0.4015,,,,
2.0665,,,,
0.0,,,,0.0
1.2161,,,,
1.0086,,,,
2.5657,,,,
3.2081,,,,
0.0,,,0.0,
0.3984999999999999,,,,
0.0,,,,
2.992,,,,
0.0,,,,
0.0,,,,
0.0,,,,
2.1006,,,,
4.7007,,,,
0.0,,,0.0,
1.3589,,,,
4.0624,,,,
0.9375999999999998,,,,
3.7511,,,,
0.0,,,,
2.5562,,,,
3.2141,,,,
0.0,,,,
1.4144,,,,
4.6739999999999995,,,,
0.0,,,,
3.3635,,,,
0.0,,,,
0.0,,,,
0.0,,,,
0.0,,,,
2.8070000000000004,,,,
2.2355,,,,
4.0531,,,,5.6
2.8521,,,,
0.0,,,,
0.0,,,,
4.089,,,,
0.0,,,,
1.2841000000000002,,,,
0.0,,,,
2.6172999999999997,,,,
0.0,,,,
0.0014999999999996128,,,,
0.0,,,0.838875,0.0
0.9318,,,,
0.3853999999999997,,,0.48758597,
0.8513000000000002,,,,
7.3311,,,9.95311718,
3.7225,,,,
0.0,,,,
0.7866,,,,
0.07299999999999951,,,,
2.2589,,,,
0.0,,,,
0.0,,,0.0,
0.0,,,,
0.0,,,0.0,
1.3445,2.23,,,
0.0,,,,
0.7317,,,,
2.9524,,,4.632376,
0.0,,,,
0.0,,,,
2.7095,,,3.764677,
0.0,,,,
0.0,,,,
0.13490000000000013,,,,
1.5685,,,,
1.9542,,,3.1896190000000004,
0.0,,,,
0.0,,,0.0,
2.2906,,,,
3.0889,,,,
0.0,,,,
0.0,,,,
0.0,,,,
6.2517999999999985,,,,
0.0,,,,
1.9716000000000005,,,,
2.2577,,,,
0.0,,,,
5.5951,,,,
1.3016,,,,
3.7383000000000006,,,,
3.5253,,,,
0.017500000000000068,,,,
0.0,,,,
0.0,,,,
2.3731,,,,
1.5197,,,,
0.0,,,,
3.9787,,,,4.53
2.4755000000000003,,,,
4.2665,,,,
0.0,,,,
2.0334000000000003,,,,
0.0,,,,
0.8510000000000002,,,,
0.0,,,,
0.0,,,,
0.0,,,,
1.3805000000000005,,,,
3.0151000000000003,,,,
0.0,,,,
1.3988,,,,
2.5996,,2.6868,3.0438680000000002,2.5
2.5225,,,,
0.0,,,,0.0
0.0,,,,
0.028599999999999962,,,,
0.0,,,,
0.0,,,,
2.1261,,,,
0.8183999999999996,,,,
3.8169,,,,
1.1692,,,,
5.2178,,,,
0.885,,,,
5.8983,,,,
0.7503000000000002,,,,
0.7376999999999994,,,,
0.0,,,0.0,
2.2793,,,,
2.2668,,,3.346489,
0.8428000000000004,,,,
1.6849,,,,
4.6838,,,,
2.4882000000000004,,,,
0.0,,,,
1.4227999999999998,,,,
5.1942,,,,
0.0,,,,
0.0,,,,
2.5295,,,,
0.26620000000000044,,,,
4.4582000000000015,,,,
4.1096,,,,
0.0,,,,
1.8488,,,,
0.0,,,,
0.08640000000000025,,,,
1.0448000000000004,,,,
0.0,,,0.0,
1.8124,,,,
0.17490000000000006,,,,
0.0,,,0.0,
3.8724,,,,
1.2606,,,,
1.5099999999999998,,,,2.8
4.0485,,,,
0.0,,,,
0.0,,,,
2.6953,,,,
0.0,,,,
0.0,,,0.0,
0.0,,,,
1.0475000000000003,,,,
2.4296,,,,
1.8241,,,,
1.1067999999999998,,,,
2.6114999999999995,,,,
1.446,,,,
4.5788,,,,
5.5642,,,,
0.9943,,,,
0.0,,,,
0.0,,,,
0.0,,,,
2.9369,5.34,,,
0.9312999999999998,,,,
0.0,,,,
0.8346999999999998,,,,
3.5112,,,,
1.2522000000000002,,,,
1.8989000000000005,,,,
0.0,,,,
4.2934,,,,
1.8468,,,,
0.0,,,,
0.0,,,,
0.0,,,0.0,
4.1585,,,,
4.1562,,,,
0.0,,,,
0.0,,,,
2.1772,,,,
0.9055,,,,
0.0,,,,
3.932,,,,
0.2909999999999999,0.905,,,
0.08870000000000003,,,,
0.0,,,,
0.0,,,,
3.8503,,,,
0.0,,,,
1.2542,,,,
3.5349,,,,
2.8361,5.31,,,
0.0,,,,
2.1494,,,,
2.003,2.55,,,
1.3617,,,,
4.8881000000000006,,,,
2.6263,,,,
4.662399999999999,,,,
8.743400000000001,,,,
0.43169999999999975,,,,
2.0241,,,,
3.6173,,,,
2.2616,,,,
2.7665,,,,
2.3711,,,,3.37
0.0,,,,
0.0,,,,0.0
0.0,,,,
0.0,,,,
2.3876,,,,
0.0,,,0.0,
2.6076,,,3.69297,
0.8633999999999997,,1.5159,,1.1
0.0,,,,
0.34250000000000025,,,,
0.0197999999999996,,,,
1.6747999999999998,,,,
5.3015,,,,
1.838,,,,
0.0,,,,
1.2081000000000002,,,,
0.00920000000000032,,,,
0.31899999999999995,,,,
0.2083999999999997,,,,
0.0,,,,
4.302,,,,
0.0,,,,0.0
0.0,,,,
0.5017,,,,
0.0,,,,
5.6113,,,,
0.6532,,,,
4.658,,,,
0.0,,,,
5.9151,,,,
0.0,,,1.017208,
3.9302,,,,
4.2347,6.77,,5.621099,
3.4611,4.76,,4.373569,
0.0,,,0.0,
0.0,,,0.0,
0.0,,,,
0.0,,,,
0.0,,,,
0.0,,,,
1.3561000000000003,,,,
4.6951,,,,
0.0,,,,
0.0,,,,
1.6301,,,,
2.6278,,,,
2.4142,,,,
2.2299,,,,
2.4495000000000005,,,,
2.7818,,,,
1.6165999999999998,,,,
0.0,,,,
0.0,,,0.0,
1.6146999999999996,,,,
3.0906,,,4.819306,
2.2008,,,,
0.2612999999999999,,,0.8306129999999999,
0.9049,1.82,,1.333695,0.9
0.9354999999999998,,,,
1.3893,,,,
0.7683,,,,
0.0,,,,
0.6111,,,,
1.1421,2.85,,,
2.3688,2.17,,,
0.0,,,0.0,
0.0,,,,
3.3221000000000003,,,,
2.1605,,,,
2.3069,,,,
2.7589,,,,
3.6137000000000006,,,,
4.518599999999998,,,,
0.0,,,,
3.9289,,,,
0.0,,,1.076592,
0.0,,,,
1.5712000000000002,,,,
1.7672,,,,
0.6702000000000001,,,,
0.0,,,,
0.19620000000000012,,,,
3.783700000000001,,,,
0.0,,,,
3.5553000000000003,,,,
1.5391000000000004,,,2.28272455,
0.0,,,,
0.2726000000000006,,,,
0.0,,,,
2.669,,,,
0.0,,,,
0.2149000000000001,,,,
0.0,,,,
0.0,,,,
2.1583,,,,
0.0,,,,
0.5337000000000001,,,,
1.0968999999999998,,,2.188459,
0.0,,,,
0.0,,,,
3.8415,,,,
0.0,,,,0.0
0.0,,,,
0.9135999999999996,,,,
1.3386,,1.6484,,
1.0135000000000003,,,,
4.2827,,,,
0.0,,,0.0,
1.0319999999999998,,,,
0.0,,,,
2.3787,,,,
0.0,,,,
0.0,,,0.0,
0.0,,,,
1.3984,,,,
3.125,,,4.87271484,
3.2499,,,,
4.2163,,,,
1.6742000000000004,,,,
4.0007,,,,
1.0667999999999995,,,,
3.5302999999999995,,,,
2.6062,,,,
0.0,,,,
1.1763,,,,
0.14069999999999985,,,,
0.0,,,0.0,
0.5515999999999996,,,,
0.0,,,,
0.904,1.71,,,
0.0,,,,
0.0,,,,
1.6565,,,,
1.5164,,,,
0.0,,,,
1.5116999999999998,,,,1.53
0.0,,,,
5.6745,,,,
0.0,,,,
0.0,,,,
0.0,,,,
0.0,,,,
0.3176999999999994,,,,
3.0288000000000004,,,,
0.0,,,,
0.10749999999999997,,,,
2.386,,,,
0.0,,,,
0.8491,,,,
3.7046,,,,
5.7674,,,,
1.7869,,,,
2.6546000000000003,,,,
0.0,,,,
1.4090999999999996,2.46,,2.63545,
3.1365,,,,
1.4531,,,,
0.0,,,,
0.0,,,,
1.4986000000000002,,,,
4.3037,,,,
0.33919999999999995,,,1.136723,
0.0,,,,
0.3355000000000001,,,,
4.3938,,,,
0.0,,,,
0.0,,,,0.0
0.0,,,0.0,
2.1236999999999995,,,,
0.0032999999999998586,,,,
0.0,,,,
0.1651000000000007,,,0.6241429999999999,0.495
0.0,,,,
0.0,,,,
0.0,,,,
2.2427,,,,
8.145199999999999,,,,
1.9725,,,,
1.3175,,,,
0.4459999999999997,,,,
0.10679999999999977,,,,
4.1126,,,5.8763440000000005,
0.16800000000000015,,,,
0.5904000000000003,,,,
0.5377999999999998,,,,
0.0,,,,
0.0,,,,
1.6795999999999998,,,,
0.0,,,,
1.5042,,,,
3.9882,,,,
2.1147,,,,
3.4443,,,,
1.8171,,,,
2.2791,,,,
5.0827,,,,
0.0,,,,
0.0,,,0.0,
0.0,,,0.0,
3.0862,,,,
0.7913000000000001,,,,
0.9996999999999998,,,,
2.4972,,,,
0.9334,,,,
0.0,,,0.0,
0.0,,,,
0.0,,,,
3.9011,,,,
2.3076,,,,
0.0,,,,
2.6785,,,,
4.2121,,,,
0.0,,,,
8.043,,,10.122796,
5.8481,,,,
0.0,,,,
0.4640000000000004,1.46,,,
1.2631,,,,
2.8977000000000004,,,,
0.0,,,,
0.0,,,,
0.7494999999999999,,,,
4.7607,,,,
0.0,,,,
1.2530999999999994,,,,
1.2200000000000002,,,,
3.9228,,,,
0.0,,,,0.0
0.0,,,,
3.7101,,,,
5.2091,,,,
0.0,,,,
2.966,,,,
0.0,,,,
0.0,,,,
0.7843,,,1.9762369999999998,
4.9341,,,,
3.6053,,,,
0.0,,,,
2.2244,,,,
1.1032000000000002,,,,
0.0,,,,
0.0,,,,
3.928,,,,
2.4953000000000003,,,,
4.4857,,,,
0.6013000000000002,,,,
0.0,,,,
5.167999999999999,,,,
0.0,,,,
3.715100000000001,,,,
0.4611000000000001,,,,
1.6036,,,,
0.0,,,,
5.7586,,,,
2.204,,,,
2.5877,,,,
0.0,,,1.0036120000000002,
0.0,,,,
3.4126000000000003,,,,
0.0,,,,
1.4740000000000002,,,,
2.763,,,,
1.9969,,,2.649138,
2.5769,,,,
1.2272999999999996,2.12,1.372,,1.6518000000000002
